DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2
1	1135	327.945	0.288939	0	0	3815.66	3.36181	656.2	0.57815	16.8238	0.0148227	63.8507	0.0562562
1	950	334.773	0.352392	0	0	68.6326	0.0722448	125.3	0.157809	3.12254	0.00328689	7.67552	0.00807949
1	465	146.764	0.315622	150.363	0.323361	0	0	199.7	0.429462	7.3978	0.0159092	20.1962	0.0434327
1	713	0	0	282.579	0.396324	0	0	0	0	3.14443	0.00441014	6.71608	0.00941947
1	636	61.9509	0.097407	43.3015	0.0680841	0	0	365.3	0.574371	7.52913	0.0118383	25.5211	0.0401275
1	626	261.089	0.417075	39.8369	0.0636373	110.951	0.177238	675.6	1.07923	5.96056	0.00952166	11.7531	0.018775
1	578	315.376	0.545633	299.387	0.517971	0	0	267.3	0.462457	4.10016	0.0070937	0	0
1	369	0	0	0	0	0	0	17.7	0.0479675	2.15952	0.00585235	0	0
1	680	156.608	0.230306	118.892	0.174842	0	0	625.9	0.920441	5.57388	0.00819689	13.4322	0.0197532
1	668	1368.2	2.0482	365.616	0.54733	273.765	0.409827	1067.9	1.59865	182.691	0.273489	76.4674	0.114472
1	355	224.848	0.633375	0	0	0	0	277.6	0.781972	9.06122	0.0255246	0.527692	0.00148646
1	471	81.9346	0.173959	92.1819	0.195715	54.4791	0.115667	125.3	0.26603	6.60987	0.0140337	0	0
1	515	362.522	0.703926	0	0	0	0	149.6	0.290485	5.3842	0.0104547	20.2922	0.0394023
1	652	1007.49	1.54523	0	0	0	0	323.1	0.495552	9.68864	0.0148599	7.67552	0.0117723
1	548	0	0	57.656	0.105212	0	0	137.3	0.250547	12.6069	0.0230053	14.7754	0.0269624
1	907	0	0	0	0	0	0	370.6	0.534006	2.72858	0.00300835	0	0
1	442	0	0	190.81	0.431697	0	0	349.2	0.790045	2.11574	0.00478674	18.0855	0.0409173
1	452	212.396	0.469902	0	0	0	0	366.3	0.830612	0.627427	0.00138811	0	0
1	910	0	0	74.2233	0.0815641	0	0	403.8	0.472834	8.06901	0.00886704	6.71608	0.00738031
1	990	36.7784	0.0371499	284.379	0.287251	0	0	71	0.0717172	2.04279	0.00206342	22.0671	0.02229
1	465	0	0	14.783	0.0317913	0	0	228.5	0.491398	2.58266	0.00555411	6.71608	0.0144432
1	752	8.3619	0.0111195	139.18	0.18508	17.548	0.0233351	89	0.140157	11.6147	0.0154451	13.4322	0.0178619
1	470	105.738	0.224974	0	0	0	0	115	0.244681	1.02139	0.00217318	7.09986	0.0151061
1	645	134.857	0.209081	166.02	0.257396	0	0	44.3	0.0686822	1.40077	0.00217173	1.29524	0.00200813
1	593	586.483	0.989011	192.458	0.324549	35.5227	0.0599033	69.4	0.117032	21.1064	0.0355925	66.2014	0.111638
1	419	0	0	103.044	0.245929	0	0	0	0	5.85842	0.0139819	20.9158	0.0499184
1	888	201.362	0.226759	97.071	0.109314	69.9934	0.0788215	91.5	0.103041	3.05688	0.00344243	6.71608	0.00756315
1	339	0	0	0	0	0	0	412	1.21534	2.8526	0.00841476	0	0
1	712	229.971	0.322993	0	0	154.912	0.217573	241	0.338483	5.66873	0.0079617	14.6794	0.0206172
1	559	39.0429	0.0698442	133.133	0.238162	97.6046	0.174606	183.6	0.328444	3.82292	0.00683886	0.575664	0.00102981
1	866	4.401	0.00508199	350.679	0.404942	41.2541	0.0476375	154.7	0.178637	0	0	0	0
1	647	121.369	0.187587	397.327	0.614106	0	0	0.5	0.000772798	12.14	0.0187635	25.4252	0.039297
1	572	32.1811	0.0562607	118.892	0.207854	110.951	0.19397	42.7	0.0746504	10.7538	0.0188004	29.3109	0.0512428
1	433	2.73336	0.00631261	47.4652	0.109619	0	0	82.3	0.190069	12.8112	0.029587	6.71608	0.0155106
1	732	180.043	0.245961	413.111	0.564359	72.7125	0.099334	0	0	13.9931	0.0191162	14.5355	0.0198573
1	479	416.063	0.868609	644.061	1.3446	0	0	585.6	1.22255	19.0709	0.0398139	148.713	0.310466
1	610	53.6324	0.087922	221.738	0.363505	0	0	28.3	0.0463934	4.81514	0.00789368	10.0741	0.016515
1	844	58.2813	0.0690536	0	0	0	0	70.1	0.0830569	1.88228	0.00223019	15.3511	0.0181885
1	671	0	0	118.892	0.177187	110.951	0.165352	0	0	12.9717	0.0193319	29.7426	0.0443259
1	488	211.476	0.433352	118.892	0.243632	0	0	0	0	3.06418	0.00627905	0	0
1	785	105.738	0.134698	0	0	0	0	91	0.172023	5.7271	0.00729567	26.8643	0.0342221
1	970	119.53	0.123227	126.819	0.130741	56.6233	0.0583746	187.9	0.193711	8.79857	0.00907069	14.3916	0.0148367
1	671	754.88	1.12501	0	0	150.74	0.22465	253	0.377049	32.0134	0.04771	47.5403	0.0708499
1	968	0	0	96.1047	0.0992817	0	0	0	0	0.379375	0.000391916	3.45398	0.00356817
1	292	0	0	194.46	0.665959	43.0165	0.147317	0	0	1.69259	0.00579655	0	0
1	394	0	0	228.155	0.579074	0	0	21.3	0.0540609	4.58897	0.0116471	1.00741	0.00255688
1	754	317.215	0.420709	237.808	0.315396	0	0	195.5	0.259284	9.00284	0.0119401	59.4853	0.0788929
1	713	516.554	0.72448	46.514	0.0652371	0	0	12.1	0.0183333	17.9109	0.0251204	15.8787	0.0222703
1	512	0	0	141.295	0.275967	0	0	0	0	0.124026	0.000242239	3.5979	0.00702715
1	708	285.029	0.402583	0	0	0	0	232.8	0.328814	11.1186	0.0157042	0	0
1	700	211.476	0.302109	98.0862	0.140123	75.7528	0.108218	0	0	4.07098	0.00581568	0	0
1	440	105.738	0.240313	0	0	0	0	192.3	0.437045	8.47027	0.0192506	7.67552	0.0174444
1	761	0	0	0	0	0	0	276.6	0.363469	3.91777	0.00514818	29.7906	0.0391467
1	449	0	0	118.892	0.264794	9.94734	0.0221544	26	0.0579065	3.40708	0.00758814	0	0
1	791	304.342	0.384756	73.7619	0.0932514	72.724	0.0919393	707.2	0.894058	9.77619	0.0123593	7.67552	0.00970357
1	1059	78.7016	0.0743169	99.5398	0.0939941	68.3063	0.0645008	152	0.143532	5.42067	0.00511867	45.0937	0.0425814
1	456	0	0	184.286	0.404135	94.1171	0.206397	0	0	3.90318	0.0085596	7.67552	0.0168323
1	650	319.973	0.492266	291.969	0.449183	110.951	0.170694	528.2	0.812615	9.68864	0.0149056	19.3807	0.0298165
1	481	105.738	0.219829	118.892	0.247178	0	0	0	0	3.34141	0.00694681	6.71608	0.0139627
1	707	151.836	0.214762	133.754	0.189185	0	0	324.7	0.459264	3.77915	0.00534533	7.72349	0.0109243
1	549	0	0	62.2353	0.113361	22.2936	0.0406077	8.1	0.0147541	4.12205	0.00750828	0	0
1	691	0	0	7.92616	0.0114706	255.218	0.369346	382.9	0.554124	4.27526	0.00618707	6.04447	0.00874743
1	330	0	0	110.971	0.336276	167.56	0.507758	0	0	4.94646	0.0149893	5.27692	0.0159907
1	966	0	0	200.136	0.20718	0	0	270.6	0.280124	9.5719	0.0099088	0	0
1	803	105.738	0.131679	118.892	0.14806	0	0	261	0.384956	4.3774	0.00545131	0	0
1	316	105.738	0.334614	118.892	0.376242	6.92685	0.0219204	0	0	4.61815	0.0146144	0	0
1	456	0	0	106.012	0.232483	6.88662	0.0151022	83	0.182018	4.30445	0.00943957	0	0
1	396	0	0	0	0	0	0	0	0	0	0	0	0
1	755	1047.16	1.38697	446.225	0.591026	161.446	0.213835	261.4	0.346225	125.194	0.165819	86.3496	0.11437
1	498	0	0	120.874	0.242719	0	0	985.9	1.97972	2.1887	0.00439497	15.3511	0.0308254
1	704	681.316	0.967778	135.69	0.192741	76.0612	0.108042	558.1	0.792756	1.54668	0.00219699	6.71608	0.00953989
1	831	244.825	0.294615	368.28	0.443177	26.7838	0.0322308	0	0	14.781	0.017787	37.2263	0.044797
1	624	0	0	228.879	0.366793	0	0	233.8	0.432963	3.62594	0.00581081	6.09244	0.00976353
1	576	368.767	0.64022	272.36	0.472848	738.997	1.28298	475.5	0.825521	10.8924	0.0189105	36.3148	0.0630466
1	1320	422.953	0.320419	511.743	0.387684	221.897	0.168104	199.6	0.151212	9.15605	0.0069364	1.43916	0.00109027
1	714	0	0	292.007	0.408973	0	0	0	0	10.9581	0.0153475	0	0
1	470	0	0	0	0	0	0	20.3	0.0431915	3.16632	0.00673685	11.4173	0.0242922
1	411	0	0	0	0	0	0	0	0	0	0	0	0
1	2377	105.738	0.0444838	0	0	110.951	0.0466769	3542.9	2.78749	10.6517	0.00448114	49.8909	0.020989
1	798	0	0	0	0	0	0	0	0	0	0	0	0
1	575	0	0	0	0	0	0	0	0	0	0	0	0
1	1175	0	0	0	0	0	0	0	0	0	0	0	0
1	763	0	0	0	0	0	0	0	0	0	0	1.91888	0.00251491
1	748	0	0	0	0	0	0	0	0	0	0	0	0
1	544	0	0	0	0	0	0	0	0	0	0	0	0
1	751	0	0	0	0	0	0	0	0	0	0	0	0
1	1593	0	0	0	0	0	0	0	0	0	0	0	0
1	688	0	0	0	0	0	0	0	0	0	0	0	0
1	512	0	0	0	0	0	0	0	0	0.102139	0.00019949	0	0
1	1135	0	0	0	0	0	0	0	0	0	0	6.71608	0.00591725
1	687	0	0	0	0	0	0	9	0.130435	0	0	0	0
1	1709	0	0	0	0	0	0	141.1	0.307407	4.3774	0.00256138	0	0
1	715	0	0	0	0	0	0	589.1	2.59515	1.16731	0.0016326	0	0
1	1035	0	0	0	0	0	0	499.1	3.08086	4.27526	0.00413068	6.71608	0.00648897
1	714	20.6847	0.0289702	0	0	0	0	491.3	0.73991	4.58168	0.00641691	21.1557	0.0296298
1	512	162.235	0.316865	76.5175	0.149448	94.7787	0.185115	894.3	2.08949	15.5252	0.0303226	13.3362	0.0260473
1	1106	0	0	0	0	13.7732	0.0124532	1187.6	2.49496	20.8802	0.018879	26.2887	0.0237691
1	1241	0	0	0	0	0	0	147.7	0.928931	2.29084	0.00184596	0	0
1	531	0	0	0	0	0	0	131.6	0.468327	21.887	0.0412184	34.5398	0.0650468
1	895	0	0	0	0	0	0	499.9	1.22225	11.0238	0.012317	38.1378	0.042612
1	878	0	0	0	0	0	0	420.9	1.85419	4.55249	0.00518507	15.3511	0.0174841
1	1149	0	0	0	0	0	0	0	0	0	0	0	0
1	403	0	0	0	0	0	0	0	0	0	0	0	0
1	616	0	0	0	0	0	0	0	0	0	0	0	0
1	794	0	0	0	0	0	0	0	0	11.819	0.0148854	21.1077	0.026584
1	452	0	0	0	0	0	0	0	0	0	0	0	0
1	601	0	0	87.1878	0.145071	65.8055	0.109493	481.3	5.34778	1.02139	0.00169949	0	0
1	1103	0	0	0	0	0	0	188.6	0.977202	5.83654	0.00529151	0.287832	0.000260954
1	457	0	0	0	0	0	0	0	0	1.3424	0.00293743	6.71608	0.014696
1	731	0	0	0	0	0	0	438.8	3.29925	2.33461	0.00319372	0	0
1	1144	0	0	0	0	0	0	0	0	0	0	0	0
1	939	0	0	0	0	0	0	74.4	1.06286	5.10696	0.00543873	12.4727	0.013283
1	1166	0	0	0	0	0	0	0	0	3.35601	0.00287822	0	0
1	944	0	0	0	0	0	0	0	0	1.16731	0.00123655	0	0
1	551	0	0	0	0	0	0	0	0	0	0	0	0
1	1162	0	0	0	0	0	0	0	0	2.1887	0.00188356	0	0
1	1977	0	0	0	0	0	0	0	0	0	0	7.67552	0.00388241
1	667	0	0	0	0	0	0	0	0	0	0	0	0
1	2175	0	0	118.892	0.0546632	0	0	0	0	0	0	0	0
1	1046	0	0	0	0	0	0	0	0	2.56077	0.00244816	16.1666	0.0154556
1	358	0	0	0	0	0	0	0	0	2.83071	0.00790702	16.6943	0.046632
1	644	0	0	0	0	0	0	0	0	0	0	0	0
1	416	0	0	0	0	0	0	28.7	0.7	1.5029	0.00361275	9.88224	0.0237554
1	1444	3.67784	0.00254698	0	0	0	0	0	0	2.26165	0.00156624	7.19581	0.00498325
1	899	0	0	0	0	110.951	0.123416	168.3	0.689754	0	0	0	0
1	2230	105.738	0.0474161	118.892	0.053315	0	0	1352.8	1.31723	185.894	0.0833604	185.172	0.0830367
1	804	0	0	0	0	0	0	927.7	4.6385	44.5984	0.0554706	26.8643	0.0334133
1	683	0	0	0	0	0	0	0	0	0.233461	0.000341817	0	0
1	544	0	0	0	0	0	0	0	0	0	0	0	0
1	1105	0	0	0	0	0	0	0	0	0	0	0	0
1	753	0	0	0	0	0	0	0	0	0	0	0	0
1	1248	0	0	0	0	0	0	0	0	0	0	0	0
1	1544	0	0	0	0	0	0	0	0	0	0	0	0
1	554	0	0	0	0	0	0	433.9	2.1804	2.1887	0.00395072	0	0
1	1108	0	0	0	0	0	0	1056.8	0.965114	7.73341	0.00697961	7.67552	0.00692736
1	490	0	0	0	0	0	0	241.1	0.765397	3.21009	0.0065512	14.3916	0.0293706
1	699	105.738	0.15127	0	0	0	0	158.8	0.411399	10.5058	0.0150297	6.71608	0.00960813
1	1589	0	0	74.2578	0.0467324	83.9494	0.0528316	340.3	0.768172	3.356	0.00211202	28.4474	0.0179027
1	1432	0	0	0	0	0	0	961.9	1.07957	5.10697	0.00356632	22.0671	0.01541
1	1131	221.41	0.195764	56.4482	0.04991	215.713	0.190727	2039.1	2.89234	25.9142	0.0229127	59.0536	0.0522136
1	1572	294.562	0.187381	352.801	0.224428	58.6462	0.0373067	5231.6	3.32799	71.8185	0.0456861	39.5289	0.0251456
1	804	95.2814	0.118509	219.722	0.273286	300.465	0.373712	2667	3.75634	43.7448	0.0544089	35.2115	0.0437954
1	555	0	0	0	0	0	0	0	0	0	0	0	0
1	463	88.1978	0.190492	141.876	0.306428	61.2526	0.132295	782.3	1.68963	14.6351	0.0316093	22.6428	0.0489045
1	1354	0	0	0	0	0	0	0	0	0	0	0	0
1	406	0	0	0	0	0	0	0	0	0	0	0	0
1	612	740.937	1.21068	124.657	0.203688	76.074	0.124304	695	1.13562	3.7062	0.00605588	0	0
1	1392	40.4562	0.0290634	0	0	0	0	0	0	2.1887	0.00157234	6.71608	0.00482477
1	466	0	0	118.892	0.255134	0	0	186.6	0.400429	2.65562	0.00569876	0	0
1	631	0	0	0	0	0	0	306.4	1.15188	1.16731	0.00184993	0	0
1	561	0	0	0	0	0	0	0	0	0	0	0	0
1	623	108.496	0.174151	0	0	0	0	262.1	0.642402	7.04032	0.0113007	38.6175	0.0619863
1	803	0	0	0	0	0	0	0	0	0	0	4.41342	0.00549617
1	456	0	0	0	0	0	0	0	0	0	0	0	0
1	933	0	0	0	0	0	0	0	0	0	0	0	0
1	781	0	0	0	0	0	0	0	0	0	0	0	0
1	514	0	0	0	0	0	0	0	0	0	0	0	0
1	453	0	0	0	0	0	0	0	0	0	0	0	0
1	957	0	0	0	0	0	0	0	0	1.02139	0.00106729	0	0
1	608	0	0	0	0	0	0	0	0	3.71349	0.00610772	6.71608	0.0110462
1	470	0	0	0	0	0	0	0	0	0	0	0	0
1	371	0	0	0	0	0	0	0	0	0	0	0	0
1	734	0	0	0	0	0	0	0	0	0	0	0	0
1	623	0	0	0	0	0	0	0	0	0	0	0	0
1	749	0	0	0	0	22.9554	0.0306481	0	0	0	0	0	0
1	734	0	0	0	0	0	0	368.1	0.520651	5.54471	0.0075541	20.1483	0.0274499
1	772	105.738	0.136966	64.8764	0.0840368	0	0	0	0	7.55831	0.00979056	0	0
1	380	53.9548	0.141986	51.9649	0.13675	51.2585	0.134891	85	0.223684	4.50872	0.0118651	0	0
1	424	105.738	0.249382	0	0	0	0	0	0	8.49945	0.0200459	12.041	0.0283985
1	649	99.7007	0.153622	0	0	78.0255	0.120224	233.3	0.359476	7.29566	0.0112414	28.7832	0.0443501
1	774	211.476	0.273225	118.892	0.153608	0	0	0	0	4.36281	0.0056367	29.6947	0.0383652
1	579	0	0	212.482	0.366981	0	0	247.8	0.427979	7.18623	0.0124114	7.67552	0.0132565
1	1531	295.183	0.192804	163.406	0.106731	37.405	0.0244317	511.2	0.38064	19.8588	0.0129711	11.7052	0.00764544
1	358	105.421	0.294472	118.485	0.330964	96.8635	0.270568	0	0	3.73538	0.010434	0	0
1	954	117.158	0.122807	226.141	0.237045	84.9251	0.08902	232.6	0.254486	10.4182	0.0109206	0	0
1	374	0	0	102.146	0.273117	96.648	0.258417	446	1.19251	3.06418	0.00819299	0	0
1	854	1.3203	0.00154602	6.92762	0.00811197	0	0	593	0.761232	11.6512	0.0136431	6.71608	0.00786426
1	514	0	0	118.159	0.229882	0	0	14.7	0.0285992	10.3161	0.0200702	0	0
1	928	169.633	0.182794	0.58903	0.000634731	67.7758	0.0730343	332.5	0.496269	8.71832	0.00939474	29.7427	0.0320503
1	925	290	0.313513	24.7692	0.0267776	58.8811	0.0636553	198.7	0.300151	2.87449	0.00310756	12.8085	0.0138471
1	706	0	0	20.8062	0.0294705	22.9554	0.0325147	188.6	0.267139	11.4688	0.0162447	22.4989	0.0318681
1	908	0	0	0	0	7.38864	0.00813727	35.5	0.0390969	10.4328	0.0114899	23.0266	0.0253597
1	303	168.261	0.555317	0	0	0	0	0	0	9.96588	0.0328907	14.7274	0.0486053
1	431	115.641	0.268309	40.6216	0.0942496	21.1309	0.0490276	0	0	13.1103	0.0304183	6.33231	0.0146921
1	490	0	0	25.7312	0.0525126	0	0	267.9	0.727989	2.15952	0.00440717	0	0
1	516	0	0	165.512	0.32076	39.2521	0.0760701	162.1	0.314147	4.49413	0.00870955	6.71608	0.0130157
1	911	285.033	0.312879	0	0	110.951	0.12179	599.5	0.658068	3.21009	0.0035237	6.71608	0.00737221
1	501	113.094	0.225736	205.089	0.40936	0	0	463	0.924152	0.138618	0.000276682	6.71608	0.0134053
1	720	811.787	1.12748	0	0	0	0	17.7	0.0245833	14.9853	0.0208129	32.9088	0.0457067
1	593	92.041	0.155212	257.454	0.434155	0	0	329	0.554806	7.71881	0.0130165	6.71608	0.0113256
1	970	0	0	0	0	0	0	169.1	0.17433	3.76456	0.00388099	7.67552	0.00791291
1	350	105.738	0.302108	0	0	0	0	69.1	0.197429	1.37158	0.00391881	0	0
1	412	0	0	147.625	0.358312	78.8135	0.191295	320.6	0.789655	15.9556	0.0387273	35.8351	0.0869784
1	571	0	0	17.8339	0.0312327	0	0	0	0	1.48102	0.00259373	0	0
1	541	97.7937	0.180765	0	0	91.0607	0.168319	201.2	0.371904	1.91146	0.0035332	0	0
1	713	133.322	0.186987	118.892	0.16675	0	0	37.9	0.0531557	5.63225	0.00789937	6.71608	0.00941947
1	687	148.444	0.216076	237.785	0.346122	0	0	383.3	0.557933	6.45666	0.00939834	32.4291	0.0472039
1	552	0	0	218.96	0.396667	0	0	34.5	0.0625	1.02139	0.00185035	7.67552	0.0139049
1	878	157.787	0.179712	423.523	0.482372	181.248	0.206433	420.2	0.478588	9.27278	0.0105613	12.5687	0.0143151
1	831	0	0	0	0	34.1712	0.0411206	108	0.129964	5.77816	0.00695326	14.7754	0.0177802
1	1071	67.3891	0.0629217	0	0	0	0	0	0	7.2519	0.00677114	11.0336	0.0103021
1	693	105.738	0.15258	0	0	0	0	0	0	1.86769	0.00269508	12.0889	0.0174444
1	727	70.7984	0.0973843	0	0	0	0	0	0	6.71931	0.00924251	25.4252	0.0349727
1	914	146.194	0.15995	118.892	0.130079	0	0	132.6	0.163502	6.94547	0.00759898	28.3994	0.0310716
1	463	64.3622	0.139011	0	0	0	0	171.4	0.370194	3.6916	0.00797323	6.71608	0.0145056
1	495	0	0	118.892	0.240187	110.951	0.224144	107.8	0.217778	5.74898	0.0116141	0	0
1	579	213.287	0.368371	116.413	0.201058	24.4749	0.0422709	45.1	0.0778929	6.03351	0.0104206	7.29174	0.0125937
1	1254	228.946	0.182572	432.98	0.345279	0	0	0	0	12.5923	0.0100417	13.72	0.010941
1	854	0	0	118.892	0.139218	97.943	0.114687	110.5	0.129391	6.44937	0.00755195	13.4322	0.0157285
1	462	57.0065	0.123391	0	0	0	0	0	0	6.49314	0.0140544	5.6607	0.0122526
1	961	113.22	0.117814	736.673	0.766569	98.8155	0.102826	194.4	0.202289	14.5403	0.0151303	13.9119	0.0144765
1	797	188.489	0.236498	0	0	169.87	0.213137	231.7	0.290715	4.41388	0.00553811	15.3511	0.019261
1	679	261.127	0.384576	180.32	0.265567	50.5019	0.0743768	673	0.991163	12.1181	0.017847	7.24377	0.0106683
1	598	118.783	0.198634	129.315	0.216245	0	0	94	0.157191	6.24509	0.0104433	22.0671	0.0369016
1	505	2.2005	0.00435743	0	0	28.4458	0.0563282	74.4	0.17799	6.5734	0.0130166	7.67552	0.015199
1	1328	5353.13	4.03097	719.091	0.541484	300.193	0.226049	2125.8	1.60075	27.0523	0.0203707	37.4182	0.0281763
1	574	89.093	0.155214	0	0	0	0	277.8	0.691045	0	0	10.0261	0.0174672
1	923	371.237	0.402207	60.4103	0.06545	95.1748	0.103115	76	0.0823402	23.9517	0.0259498	7.67552	0.00831584
1	493	32.1811	0.0652761	201.137	0.407987	0	0	177.9	0.360852	1.88228	0.00381801	4.22154	0.00856295
1	408	472.725	1.15864	96.6547	0.236899	0	0	270	0.868167	0.554471	0.001359	0	0
1	405	0	0	0	0	0	0	0	0	0	0	0	0
1	335	33.2268	0.0991844	31.8332	0.0950245	0	0	275.4	0.82209	2.6848	0.00801433	0	0
1	637	105.738	0.165994	237.785	0.373289	110.951	0.174178	190.3	0.298744	6.69013	0.0105026	8.63496	0.0135557
1	638	0	0	179.227	0.28092	0	0	253.9	0.397962	4.50872	0.00706696	15.351	0.0240612
1	383	0	0	0	0	120.611	0.314911	424	1.10705	1.8458	0.00481933	11.993	0.0313133
1	622	8.58156	0.0137967	0	0	0	0	6.9	0.0149675	0	0	5.56475	0.00894655
1	1088	84.0274	0.0772311	64.1994	0.0590068	71.2339	0.0654724	392.9	0.361121	4.91728	0.00451956	7.67552	0.00705471
1	1323	105.738	0.0799228	277.853	0.210017	0	0	330.9	0.272795	18.7353	0.0141612	21.9712	0.0166071
1	686	0	0	183.542	0.267554	0	0	256.9	0.37449	11.6293	0.0169523	6.71608	0.0097902
1	418	57.2021	0.136847	82.4664	0.197288	0	0	0	0	2.1887	0.00523613	0	0
1	739	113.686	0.153837	262.535	0.355257	24.5217	0.0331823	348.7	0.471854	5.5447	0.00750298	14.3916	0.0194744
1	625	452.375	0.7238	237.785	0.380456	104.064	0.166503	314	0.5024	4.90269	0.00784431	22.4509	0.0359214
1	1282	79.993	0.0623971	671.797	0.524023	110.951	0.0865453	0	0	10.3744	0.00809238	7.67552	0.00598715
1	582	0	0	0	0	0	0	183.7	0.3674	1.07976	0.00185526	6.42825	0.0110451
1	1398	232.846	0.166557	470.541	0.336582	256.694	0.183615	342.8	0.245207	33.9978	0.0243189	65.0021	0.0464965
1	711	0	0	32.5748	0.0458155	101.298	0.142472	157.9	0.222082	18.137	0.0255092	28.7832	0.0404827
1	731	89.8161	0.122868	380.738	0.520845	0	0	7.3	0.00998632	4.31173	0.00589841	28.0157	0.0383251
1	699	0	0	52.5108	0.0751228	0	0	0	0	1.90417	0.00272413	3.69384	0.00528447
1	394	55.4051	0.140622	302.129	0.766826	0	0	71.3	0.180964	5.0486	0.0128137	7.67552	0.019481
1	667	175.616	0.263292	387.181	0.580481	0	0	335	0.502249	19.2824	0.0289092	23.1225	0.0346664
1	850	0	0	142.52	0.16767	0	0	604.2	0.868103	3.5238	0.00414565	12.8085	0.0150689
1	787	29.1568	0.037048	448.416	0.569779	141.142	0.179342	131.9	0.167598	9.02474	0.0114673	7.67552	0.00975288
1	509	168.943	0.331912	304.684	0.598594	90.5481	0.177894	361.7	0.710609	1.76555	0.00346867	0	0
1	1225	214.706	0.17527	419.925	0.342796	0	0	977.2	0.797714	6.82874	0.00557448	6.71608	0.00548251
1	585	117.928	0.201587	172.461	0.294806	73.7504	0.126069	140.6	0.240342	9.20713	0.0157387	30.7501	0.0525642
1	758	317.214	0.418488	0	0	0	0	548.4	0.723483	12.7382	0.0168051	7.67552	0.010126
1	877	0	0	196.827	0.224432	58.4211	0.0666147	214.8	0.244926	8.59429	0.00979965	7.67552	0.00875202
1	534	105.738	0.198011	205.438	0.384715	6.46464	0.0121061	0	0	7.29566	0.0136623	14.1038	0.0264116
1	575	0	0	0	0	0	0	0	0	6.63176	0.0115335	14.3916	0.0250289
1	589	0	0	267.079	0.453446	38.8315	0.0659278	125.4	0.212903	8.20032	0.0139224	0	0
1	861	246.559	0.286363	68.3265	0.0793571	0	0	135.8	0.157724	10.6881	0.0124136	6.71608	0.00780033
1	878	105.738	0.12043	0	0	0	0	32.3	0.0367882	4.93187	0.00561716	2.83035	0.00322363
1	660	0	0	11.8759	0.0179938	0	0	1.6	0.00242424	2.87449	0.00435529	0	0
1	625	282.029	0.451246	0	0	34.3608	0.0549774	0	0	6.51503	0.010424	0	0
